Clau,Accidents,Mat,Tar,Nit,Mat_P,Tar_p,Nit_p
4220172,6,5.0,0.0,1.0,0.8333333333333334,0.0,0.16666666666666666
4220173,2,0.0,2.0,0.0,0.0,1.0,0.0
4220174,2,2.0,0.0,0.0,1.0,0.0,0.0
4220181,7,0.0,4.0,3.0,0.0,0.5714285714285714,0.42857142857142855
4220183,4,2.0,2.0,0.0,0.5,0.5,0.0
4220184,2,0.0,1.0,1.0,0.0,0.5,0.5
4220191,4,4.0,0.0,0.0,1.0,0.0,0.0
4220192,6,4.0,2.0,0.0,0.6666666666666666,0.3333333333333333,0.0
4220193,4,3.0,1.0,0.0,0.75,0.25,0.0
4220194,2,1.0,1.0,0.0,0.5,0.5,0.0
4220201,4,3.0,0.0,1.0,0.75,0.0,0.25
4220202,2,0.0,2.0,0.0,0.0,1.0,0.0
4220203,1,1.0,0.0,0.0,1.0,0.0,0.0
4220204,1,0.0,0.0,1.0,0.0,0.0,1.0
4220211,3,0.0,3.0,0.0,0.0,1.0,0.0
4220212,4,1.0,2.0,1.0,0.25,0.5,0.25
4220213,3,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0
4220214,1,0.0,1.0,0.0,0.0,1.0,0.0
4220221,3,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0
4220222,3,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
4220223,3,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.0
4220224,2,1.0,1.0,0.0,0.5,0.5,0.0
4320161,19,7.0,10.0,2.0,0.3684210526315789,0.5263157894736842,0.10526315789473684
4320162,37,16.0,18.0,3.0,0.43243243243243246,0.4864864864864865,0.08108108108108109
4320163,18,10.0,8.0,0.0,0.5555555555555556,0.4444444444444444,0.0
4320164,33,14.0,15.0,4.0,0.42424242424242425,0.45454545454545453,0.12121212121212122
4320171,41,21.0,16.0,4.0,0.5121951219512195,0.3902439024390244,0.0975609756097561
4320172,35,14.0,17.0,4.0,0.4,0.4857142857142857,0.11428571428571428
4320173,36,14.0,20.0,2.0,0.3888888888888889,0.5555555555555556,0.05555555555555555
4320174,45,18.0,21.0,6.0,0.4,0.4666666666666667,0.13333333333333333
4320181,34,18.0,15.0,1.0,0.5294117647058824,0.4411764705882353,0.029411764705882353
4320182,48,21.0,24.0,3.0,0.4375,0.5,0.0625
4320183,37,20.0,13.0,4.0,0.5405405405405406,0.35135135135135137,0.10810810810810811
4320184,45,21.0,20.0,4.0,0.4666666666666667,0.4444444444444444,0.08888888888888889
4320191,40,20.0,16.0,4.0,0.5,0.4,0.1
4320192,36,15.0,15.0,6.0,0.4166666666666667,0.4166666666666667,0.16666666666666666
4320193,26,8.0,17.0,1.0,0.3076923076923077,0.6538461538461539,0.038461538461538464
4320194,39,23.0,11.0,5.0,0.5897435897435898,0.28205128205128205,0.1282051282051282
4320201,35,17.0,12.0,6.0,0.4857142857142857,0.34285714285714286,0.17142857142857143
4320202,11,3.0,7.0,1.0,0.2727272727272727,0.6363636363636364,0.09090909090909091
4320203,37,12.0,15.0,10.0,0.32432432432432434,0.40540540540540543,0.2702702702702703
4320204,18,8.0,9.0,1.0,0.4444444444444444,0.5,0.05555555555555555
4320211,21,4.0,17.0,0.0,0.19047619047619047,0.8095238095238095,0.0
4320212,40,14.0,24.0,2.0,0.35,0.6,0.05
4320213,32,13.0,13.0,6.0,0.40625,0.40625,0.1875
4320214,46,19.0,17.0,10.0,0.41304347826086957,0.3695652173913043,0.21739130434782608
4320221,40,12.0,26.0,2.0,0.3,0.65,0.05
4320222,31,11.0,12.0,8.0,0.3548387096774194,0.3870967741935484,0.25806451612903225
4320223,36,8.0,18.0,10.0,0.2222222222222222,0.5,0.2777777777777778
4320224,37,25.0,12.0,0.0,0.6756756756756757,0.32432432432432434,0.0
4420161,26,10.0,15.0,1.0,0.38461538461538464,0.5769230769230769,0.038461538461538464
4420162,24,10.0,13.0,1.0,0.4166666666666667,0.5416666666666666,0.041666666666666664
4420163,21,9.0,11.0,1.0,0.42857142857142855,0.5238095238095238,0.047619047619047616
4420164,36,13.0,19.0,4.0,0.3611111111111111,0.5277777777777778,0.1111111111111111
4420171,31,12.0,17.0,2.0,0.3870967741935484,0.5483870967741935,0.06451612903225806
4420172,25,11.0,11.0,3.0,0.44,0.44,0.12
4420173,18,6.0,10.0,2.0,0.3333333333333333,0.5555555555555556,0.1111111111111111
4420174,22,8.0,13.0,1.0,0.36363636363636365,0.5909090909090909,0.045454545454545456
4420181,22,8.0,13.0,1.0,0.36363636363636365,0.5909090909090909,0.045454545454545456
4420182,24,12.0,10.0,2.0,0.5,0.4166666666666667,0.08333333333333333
4420183,21,6.0,14.0,1.0,0.2857142857142857,0.6666666666666666,0.047619047619047616
4420184,30,10.0,20.0,0.0,0.3333333333333333,0.6666666666666666,0.0
4420191,20,5.0,12.0,3.0,0.25,0.6,0.15
4420192,29,9.0,15.0,5.0,0.3103448275862069,0.5172413793103449,0.1724137931034483
4420193,17,11.0,6.0,0.0,0.6470588235294118,0.35294117647058826,0.0
4420194,16,6.0,10.0,0.0,0.375,0.625,0.0
4420201,24,8.0,14.0,2.0,0.3333333333333333,0.5833333333333334,0.08333333333333333
4420202,13,5.0,7.0,1.0,0.38461538461538464,0.5384615384615384,0.07692307692307693
4420203,18,8.0,8.0,2.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
4420204,34,14.0,16.0,4.0,0.4117647058823529,0.47058823529411764,0.11764705882352941
4420211,20,9.0,10.0,1.0,0.45,0.5,0.05
4420212,19,8.0,10.0,1.0,0.42105263157894735,0.5263157894736842,0.05263157894736842
4420213,18,11.0,3.0,4.0,0.6111111111111112,0.16666666666666666,0.2222222222222222
4420214,28,11.0,13.0,4.0,0.39285714285714285,0.4642857142857143,0.14285714285714285
4420221,14,6.0,6.0,2.0,0.42857142857142855,0.42857142857142855,0.14285714285714285
4420222,19,7.0,11.0,1.0,0.3684210526315789,0.5789473684210527,0.05263157894736842
4420223,13,5.0,5.0,3.0,0.38461538461538464,0.38461538461538464,0.23076923076923078
4420224,22,3.0,16.0,3.0,0.13636363636363635,0.7272727272727273,0.13636363636363635
4520161,10,4.0,6.0,0.0,0.4,0.6,0.0
4520162,19,10.0,7.0,2.0,0.5263157894736842,0.3684210526315789,0.10526315789473684
4520163,18,6.0,9.0,3.0,0.3333333333333333,0.5,0.16666666666666666
4520164,19,11.0,6.0,2.0,0.5789473684210527,0.3157894736842105,0.10526315789473684
4520171,14,5.0,8.0,1.0,0.35714285714285715,0.5714285714285714,0.07142857142857142
4520172,32,16.0,14.0,2.0,0.5,0.4375,0.0625
4520173,15,9.0,5.0,1.0,0.6,0.3333333333333333,0.06666666666666667
4520174,30,13.0,15.0,2.0,0.43333333333333335,0.5,0.06666666666666667
4520181,20,9.0,10.0,1.0,0.45,0.5,0.05
4520182,16,8.0,5.0,3.0,0.5,0.3125,0.1875
4520183,25,9.0,13.0,3.0,0.36,0.52,0.12
4520184,29,11.0,14.0,4.0,0.3793103448275862,0.4827586206896552,0.13793103448275862
4520191,25,7.0,16.0,2.0,0.28,0.64,0.08
4520192,20,8.0,11.0,1.0,0.4,0.55,0.05
4520193,18,7.0,10.0,1.0,0.3888888888888889,0.5555555555555556,0.05555555555555555
4520194,16,7.0,8.0,1.0,0.4375,0.5,0.0625
4520201,16,8.0,7.0,1.0,0.5,0.4375,0.0625
4520202,5,1.0,3.0,1.0,0.2,0.6,0.2
4520203,20,9.0,8.0,3.0,0.45,0.4,0.15
4520204,24,9.0,14.0,1.0,0.375,0.5833333333333334,0.041666666666666664
4520211,16,8.0,8.0,0.0,0.5,0.5,0.0
4520212,18,7.0,10.0,1.0,0.3888888888888889,0.5555555555555556,0.05555555555555555
4520213,19,9.0,9.0,1.0,0.47368421052631576,0.47368421052631576,0.05263157894736842
4520214,22,11.0,8.0,3.0,0.5,0.36363636363636365,0.13636363636363635
4520221,16,8.0,7.0,1.0,0.5,0.4375,0.0625
4520222,19,7.0,11.0,1.0,0.3684210526315789,0.5789473684210527,0.05263157894736842
4520223,20,9.0,7.0,4.0,0.45,0.35,0.2
4520224,16,6.0,8.0,2.0,0.375,0.5,0.125
4620161,9,5.0,1.0,3.0,0.5555555555555556,0.1111111111111111,0.3333333333333333
4620162,6,0.0,5.0,1.0,0.0,0.8333333333333334,0.16666666666666666
4620163,2,0.0,1.0,1.0,0.0,0.5,0.5
4620164,3,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0
4620171,7,2.0,3.0,2.0,0.2857142857142857,0.42857142857142855,0.2857142857142857
4620172,4,1.0,1.0,2.0,0.25,0.25,0.5
4620173,8,2.0,6.0,0.0,0.25,0.75,0.0
4620174,10,4.0,6.0,0.0,0.4,0.6,0.0
4620181,10,3.0,3.0,4.0,0.3,0.3,0.4
4620182,5,1.0,2.0,2.0,0.2,0.4,0.4
4620183,6,4.0,2.0,0.0,0.6666666666666666,0.3333333333333333,0.0
4620184,5,0.0,3.0,2.0,0.0,0.6,0.4
4620191,12,2.0,10.0,0.0,0.16666666666666666,0.8333333333333334,0.0
4620192,10,0.0,7.0,3.0,0.0,0.7,0.3
4620193,6,1.0,5.0,0.0,0.16666666666666666,0.8333333333333334,0.0
4620194,5,3.0,1.0,1.0,0.6,0.2,0.2
4620201,4,2.0,2.0,0.0,0.5,0.5,0.0
4620202,5,2.0,1.0,2.0,0.4,0.2,0.4
4620203,8,2.0,6.0,0.0,0.25,0.75,0.0
4620204,13,3.0,9.0,1.0,0.23076923076923078,0.6923076923076923,0.07692307692307693
4620211,6,2.0,4.0,0.0,0.3333333333333333,0.6666666666666666,0.0
4620212,10,1.0,7.0,2.0,0.1,0.7,0.2
4620213,10,2.0,4.0,4.0,0.2,0.4,0.4
4620214,15,4.0,6.0,5.0,0.26666666666666666,0.4,0.3333333333333333
4620221,3,0.0,3.0,0.0,0.0,1.0,0.0
4620222,3,0.0,2.0,1.0,0.0,0.6666666666666666,0.3333333333333333
4620223,4,3.0,0.0,1.0,0.75,0.0,0.25
4620224,8,1.0,7.0,0.0,0.125,0.875,0.0
4720161,11,1.0,9.0,1.0,0.09090909090909091,0.8181818181818182,0.09090909090909091
4720162,4,1.0,3.0,0.0,0.25,0.75,0.0
4720163,7,1.0,4.0,2.0,0.14285714285714285,0.5714285714285714,0.2857142857142857
4720164,7,2.0,4.0,1.0,0.2857142857142857,0.5714285714285714,0.14285714285714285
4720171,10,4.0,6.0,0.0,0.4,0.6,0.0
4720172,4,0.0,4.0,0.0,0.0,1.0,0.0
4720173,1,1.0,0.0,0.0,1.0,0.0,0.0
4720174,2,1.0,1.0,0.0,0.5,0.5,0.0
4720181,1,0.0,1.0,0.0,0.0,1.0,0.0
4720182,3,1.0,0.0,2.0,0.3333333333333333,0.0,0.6666666666666666
4720183,2,0.0,1.0,1.0,0.0,0.5,0.5
4720184,4,1.0,3.0,0.0,0.25,0.75,0.0
4720191,1,1.0,0.0,0.0,1.0,0.0,0.0
4720192,2,1.0,1.0,0.0,0.5,0.5,0.0
4720193,1,0.0,0.0,1.0,0.0,0.0,1.0
4720194,2,0.0,1.0,1.0,0.0,0.5,0.5
4720202,1,0.0,1.0,0.0,0.0,1.0,0.0
4720203,1,0.0,0.0,1.0,0.0,0.0,1.0
4720211,2,0.0,2.0,0.0,0.0,1.0,0.0
4720212,1,0.0,1.0,0.0,0.0,1.0,0.0
4720213,1,0.0,1.0,0.0,0.0,1.0,0.0
4720221,3,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
4720222,2,2.0,0.0,0.0,1.0,0.0,0.0
4720223,1,0.0,1.0,0.0,0.0,1.0,0.0
4720224,1,1.0,0.0,0.0,1.0,0.0,0.0
4820161,7,5.0,2.0,0.0,0.7142857142857143,0.2857142857142857,0.0
4820162,9,6.0,2.0,1.0,0.6666666666666666,0.2222222222222222,0.1111111111111111
4820163,7,3.0,2.0,2.0,0.42857142857142855,0.2857142857142857,0.2857142857142857
4820164,5,2.0,2.0,1.0,0.4,0.4,0.2
4820171,7,4.0,2.0,1.0,0.5714285714285714,0.2857142857142857,0.14285714285714285
4820172,13,5.0,5.0,3.0,0.38461538461538464,0.38461538461538464,0.23076923076923078
4820173,12,4.0,5.0,3.0,0.3333333333333333,0.4166666666666667,0.25
4820174,15,9.0,4.0,2.0,0.6,0.26666666666666666,0.13333333333333333
4820181,11,4.0,6.0,1.0,0.36363636363636365,0.5454545454545454,0.09090909090909091
4820182,14,7.0,6.0,1.0,0.5,0.42857142857142855,0.07142857142857142
4820183,11,1.0,9.0,1.0,0.09090909090909091,0.8181818181818182,0.09090909090909091
4820184,14,5.0,9.0,0.0,0.35714285714285715,0.6428571428571429,0.0
4820191,11,7.0,4.0,0.0,0.6363636363636364,0.36363636363636365,0.0
4820192,18,6.0,10.0,2.0,0.3333333333333333,0.5555555555555556,0.1111111111111111
4820193,14,3.0,5.0,6.0,0.21428571428571427,0.35714285714285715,0.42857142857142855
4820194,12,4.0,6.0,2.0,0.3333333333333333,0.5,0.16666666666666666
4820201,13,4.0,8.0,1.0,0.3076923076923077,0.6153846153846154,0.07692307692307693
4820202,14,5.0,8.0,1.0,0.35714285714285715,0.5714285714285714,0.07142857142857142
4820203,14,7.0,6.0,1.0,0.5,0.42857142857142855,0.07142857142857142
4820204,15,10.0,5.0,0.0,0.6666666666666666,0.3333333333333333,0.0
4820211,17,4.0,13.0,0.0,0.23529411764705882,0.7647058823529411,0.0
4820212,7,0.0,5.0,2.0,0.0,0.7142857142857143,0.2857142857142857
4820213,15,4.0,8.0,3.0,0.26666666666666666,0.5333333333333333,0.2
4820214,21,8.0,11.0,2.0,0.38095238095238093,0.5238095238095238,0.09523809523809523
4820221,6,4.0,2.0,0.0,0.6666666666666666,0.3333333333333333,0.0
4820222,13,4.0,8.0,1.0,0.3076923076923077,0.6153846153846154,0.07692307692307693
4820223,17,9.0,7.0,1.0,0.5294117647058824,0.4117647058823529,0.058823529411764705
4820224,11,4.0,5.0,2.0,0.36363636363636365,0.45454545454545453,0.18181818181818182
4920172,16,5.0,8.0,3.0,0.3125,0.5,0.1875
4920173,2,0.0,2.0,0.0,0.0,1.0,0.0
4920174,11,8.0,3.0,0.0,0.7272727272727273,0.2727272727272727,0.0
4920181,13,6.0,7.0,0.0,0.46153846153846156,0.5384615384615384,0.0
4920182,9,8.0,1.0,0.0,0.8888888888888888,0.1111111111111111,0.0
4920183,8,2.0,4.0,2.0,0.25,0.5,0.25
4920184,17,8.0,8.0,1.0,0.47058823529411764,0.47058823529411764,0.058823529411764705
4920191,14,5.0,8.0,1.0,0.35714285714285715,0.5714285714285714,0.07142857142857142
4920192,14,5.0,9.0,0.0,0.35714285714285715,0.6428571428571429,0.0
4920193,10,2.0,4.0,4.0,0.2,0.4,0.4
4920194,9,3.0,4.0,2.0,0.3333333333333333,0.4444444444444444,0.2222222222222222
4920201,7,3.0,3.0,1.0,0.42857142857142855,0.42857142857142855,0.14285714285714285
4920202,1,0.0,1.0,0.0,0.0,1.0,0.0
4920203,13,8.0,4.0,1.0,0.6153846153846154,0.3076923076923077,0.07692307692307693
4920204,1,0.0,1.0,0.0,0.0,1.0,0.0
4920211,9,4.0,5.0,0.0,0.4444444444444444,0.5555555555555556,0.0
4920212,17,6.0,8.0,3.0,0.35294117647058826,0.47058823529411764,0.17647058823529413
4920213,10,5.0,3.0,2.0,0.5,0.3,0.2
4920214,10,7.0,3.0,0.0,0.7,0.3,0.0
4920221,7,2.0,4.0,1.0,0.2857142857142857,0.5714285714285714,0.14285714285714285
4920222,8,3.0,4.0,1.0,0.375,0.5,0.125
4920223,6,3.0,3.0,0.0,0.5,0.5,0.0
4920224,12,3.0,8.0,1.0,0.25,0.6666666666666666,0.08333333333333333
5020161,16,10.0,2.0,4.0,0.625,0.125,0.25
5020162,14,9.0,4.0,1.0,0.6428571428571429,0.2857142857142857,0.07142857142857142
5020163,9,4.0,5.0,0.0,0.4444444444444444,0.5555555555555556,0.0
5020164,15,8.0,6.0,1.0,0.5333333333333333,0.4,0.06666666666666667
5020171,10,2.0,5.0,3.0,0.2,0.5,0.3
5020172,10,5.0,4.0,1.0,0.5,0.4,0.1
5020173,10,4.0,6.0,0.0,0.4,0.6,0.0
5020174,15,5.0,9.0,1.0,0.3333333333333333,0.6,0.06666666666666667
5020181,17,10.0,4.0,3.0,0.5882352941176471,0.23529411764705882,0.17647058823529413
5020182,9,4.0,4.0,1.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
5020183,8,7.0,1.0,0.0,0.875,0.125,0.0
5020184,13,6.0,2.0,5.0,0.46153846153846156,0.15384615384615385,0.38461538461538464
5020191,12,2.0,8.0,2.0,0.16666666666666666,0.6666666666666666,0.16666666666666666
5020192,9,4.0,4.0,1.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
5020193,22,8.0,10.0,4.0,0.36363636363636365,0.45454545454545453,0.18181818181818182
5020194,9,5.0,3.0,1.0,0.5555555555555556,0.3333333333333333,0.1111111111111111
5020201,13,6.0,6.0,1.0,0.46153846153846156,0.46153846153846156,0.07692307692307693
5020202,9,6.0,3.0,0.0,0.6666666666666666,0.3333333333333333,0.0
5020203,4,2.0,2.0,0.0,0.5,0.5,0.0
5020204,14,8.0,5.0,1.0,0.5714285714285714,0.35714285714285715,0.07142857142857142
5020211,11,4.0,6.0,1.0,0.36363636363636365,0.5454545454545454,0.09090909090909091
5020212,12,6.0,5.0,1.0,0.5,0.4166666666666667,0.08333333333333333
5020213,11,4.0,7.0,0.0,0.36363636363636365,0.6363636363636364,0.0
5020214,13,5.0,6.0,2.0,0.38461538461538464,0.46153846153846156,0.15384615384615385
5020221,14,3.0,8.0,3.0,0.21428571428571427,0.5714285714285714,0.21428571428571427
5020222,17,5.0,8.0,4.0,0.29411764705882354,0.47058823529411764,0.23529411764705882
5020223,16,7.0,7.0,2.0,0.4375,0.4375,0.125
5020224,7,1.0,4.0,2.0,0.14285714285714285,0.5714285714285714,0.2857142857142857
5120161,5,2.0,2.0,1.0,0.4,0.4,0.2
5120162,2,0.0,2.0,0.0,0.0,1.0,0.0
5120163,4,1.0,1.0,2.0,0.25,0.25,0.5
5120164,7,2.0,2.0,3.0,0.2857142857142857,0.2857142857142857,0.42857142857142855
5120171,3,3.0,0.0,0.0,1.0,0.0,0.0
5120172,5,2.0,3.0,0.0,0.4,0.6,0.0
5120173,9,2.0,6.0,1.0,0.2222222222222222,0.6666666666666666,0.1111111111111111
5120174,4,0.0,4.0,0.0,0.0,1.0,0.0
5120181,14,6.0,7.0,1.0,0.42857142857142855,0.5,0.07142857142857142
5120182,5,2.0,1.0,2.0,0.4,0.2,0.4
5120183,8,1.0,6.0,1.0,0.125,0.75,0.125
5120184,5,2.0,3.0,0.0,0.4,0.6,0.0
5120191,10,3.0,5.0,2.0,0.3,0.5,0.2
5120192,3,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0
5120193,3,1.0,2.0,0.0,0.3333333333333333,0.6666666666666666,0.0
5120194,3,1.0,0.0,2.0,0.3333333333333333,0.0,0.6666666666666666
5120201,11,4.0,7.0,0.0,0.36363636363636365,0.6363636363636364,0.0
5120202,4,0.0,3.0,1.0,0.0,0.75,0.25
5120203,3,0.0,3.0,0.0,0.0,1.0,0.0
5120204,4,1.0,3.0,0.0,0.25,0.75,0.0
5120211,2,0.0,2.0,0.0,0.0,1.0,0.0
5120212,5,0.0,5.0,0.0,0.0,1.0,0.0
5120213,4,0.0,4.0,0.0,0.0,1.0,0.0
5120214,5,2.0,3.0,0.0,0.4,0.6,0.0
5120221,3,2.0,0.0,1.0,0.6666666666666666,0.0,0.3333333333333333
5120222,7,2.0,4.0,1.0,0.2857142857142857,0.5714285714285714,0.14285714285714285
5120223,5,1.0,3.0,1.0,0.2,0.6,0.2
5120224,1,1.0,0.0,0.0,1.0,0.0,0.0
520161,53,19.0,25.0,9.0,0.3584905660377358,0.4716981132075472,0.16981132075471697
520162,72,31.0,37.0,4.0,0.4305555555555556,0.5138888888888888,0.05555555555555555
520163,64,20.0,35.0,9.0,0.3125,0.546875,0.140625
520164,75,37.0,29.0,9.0,0.49333333333333335,0.38666666666666666,0.12
520171,74,31.0,34.0,9.0,0.4189189189189189,0.4594594594594595,0.12162162162162163
520172,80,30.0,43.0,7.0,0.375,0.5375,0.0875
520173,69,23.0,32.0,14.0,0.3333333333333333,0.463768115942029,0.2028985507246377
520174,65,32.0,27.0,6.0,0.49230769230769234,0.4153846153846154,0.09230769230769231
520181,65,29.0,29.0,7.0,0.4461538461538462,0.4461538461538462,0.1076923076923077
520182,90,36.0,46.0,8.0,0.4,0.5111111111111111,0.08888888888888889
520183,56,16.0,30.0,10.0,0.2857142857142857,0.5357142857142857,0.17857142857142858
520184,91,35.0,51.0,5.0,0.38461538461538464,0.5604395604395604,0.054945054945054944
520191,71,25.0,36.0,10.0,0.352112676056338,0.5070422535211268,0.14084507042253522
520192,94,30.0,48.0,16.0,0.3191489361702128,0.5106382978723404,0.1702127659574468
520193,88,33.0,47.0,8.0,0.375,0.5340909090909091,0.09090909090909091
520194,75,28.0,40.0,7.0,0.37333333333333335,0.5333333333333333,0.09333333333333334
520201,68,27.0,35.0,6.0,0.39705882352941174,0.5147058823529411,0.08823529411764706
520202,22,10.0,11.0,1.0,0.45454545454545453,0.5,0.045454545454545456
520203,59,21.0,33.0,5.0,0.3559322033898305,0.559322033898305,0.0847457627118644
520204,55,23.0,25.0,7.0,0.41818181818181815,0.45454545454545453,0.12727272727272726
520211,55,29.0,24.0,2.0,0.5272727272727272,0.43636363636363634,0.03636363636363636
520212,75,33.0,36.0,6.0,0.44,0.48,0.08
520213,63,25.0,28.0,10.0,0.3968253968253968,0.4444444444444444,0.15873015873015872
520214,77,28.0,44.0,5.0,0.36363636363636365,0.5714285714285714,0.06493506493506493
520221,64,26.0,34.0,4.0,0.40625,0.53125,0.0625
520222,66,21.0,39.0,6.0,0.3181818181818182,0.5909090909090909,0.09090909090909091
520223,82,22.0,45.0,15.0,0.2682926829268293,0.5487804878048781,0.18292682926829268
520224,83,33.0,38.0,12.0,0.39759036144578314,0.4578313253012048,0.14457831325301204
5220161,18,8.0,7.0,3.0,0.4444444444444444,0.3888888888888889,0.16666666666666666
5220162,21,5.0,12.0,4.0,0.23809523809523808,0.5714285714285714,0.19047619047619047
5220163,13,6.0,4.0,3.0,0.46153846153846156,0.3076923076923077,0.23076923076923078
5220164,14,3.0,9.0,2.0,0.21428571428571427,0.6428571428571429,0.14285714285714285
5220171,8,3.0,4.0,1.0,0.375,0.5,0.125
5220172,25,9.0,11.0,5.0,0.36,0.44,0.2
5220173,19,3.0,13.0,3.0,0.15789473684210525,0.6842105263157895,0.15789473684210525
5220174,26,7.0,15.0,4.0,0.2692307692307692,0.5769230769230769,0.15384615384615385
5220181,30,10.0,14.0,6.0,0.3333333333333333,0.4666666666666667,0.2
5220182,32,15.0,13.0,4.0,0.46875,0.40625,0.125
5220183,15,6.0,7.0,2.0,0.4,0.4666666666666667,0.13333333333333333
5220184,22,3.0,13.0,6.0,0.13636363636363635,0.5909090909090909,0.2727272727272727
5220191,20,10.0,7.0,3.0,0.5,0.35,0.15
5220192,21,7.0,9.0,5.0,0.3333333333333333,0.42857142857142855,0.23809523809523808
5220193,24,10.0,12.0,2.0,0.4166666666666667,0.5,0.08333333333333333
5220194,31,12.0,18.0,1.0,0.3870967741935484,0.5806451612903226,0.03225806451612903
5220201,20,8.0,12.0,0.0,0.4,0.6,0.0
5220202,7,2.0,4.0,1.0,0.2857142857142857,0.5714285714285714,0.14285714285714285
5220203,28,7.0,21.0,0.0,0.25,0.75,0.0
5220204,22,8.0,12.0,2.0,0.36363636363636365,0.5454545454545454,0.09090909090909091
5220211,21,9.0,12.0,0.0,0.42857142857142855,0.5714285714285714,0.0
5220212,28,7.0,17.0,4.0,0.25,0.6071428571428571,0.14285714285714285
5220213,17,7.0,7.0,3.0,0.4117647058823529,0.4117647058823529,0.17647058823529413
5220214,21,8.0,11.0,2.0,0.38095238095238093,0.5238095238095238,0.09523809523809523
5220221,18,8.0,8.0,2.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
5220222,15,5.0,5.0,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
5220223,10,2.0,6.0,2.0,0.2,0.6,0.2
5220224,25,5.0,19.0,1.0,0.2,0.76,0.04
5320161,16,10.0,3.0,3.0,0.625,0.1875,0.1875
5320162,17,10.0,6.0,1.0,0.5882352941176471,0.35294117647058826,0.058823529411764705
5320163,23,9.0,10.0,4.0,0.391304347826087,0.43478260869565216,0.17391304347826086
5320164,17,7.0,7.0,3.0,0.4117647058823529,0.4117647058823529,0.17647058823529413
5320171,29,10.0,18.0,1.0,0.3448275862068966,0.6206896551724138,0.034482758620689655
5320172,16,5.0,7.0,4.0,0.3125,0.4375,0.25
5320173,22,7.0,11.0,4.0,0.3181818181818182,0.5,0.18181818181818182
5320174,21,10.0,9.0,2.0,0.47619047619047616,0.42857142857142855,0.09523809523809523
5320181,18,8.0,8.0,2.0,0.4444444444444444,0.4444444444444444,0.1111111111111111
5320182,21,7.0,13.0,1.0,0.3333333333333333,0.6190476190476191,0.047619047619047616
5320183,21,5.0,15.0,1.0,0.23809523809523808,0.7142857142857143,0.047619047619047616
5320184,17,9.0,7.0,1.0,0.5294117647058824,0.4117647058823529,0.058823529411764705
5320191,14,5.0,7.0,2.0,0.35714285714285715,0.5,0.14285714285714285
5320192,14,7.0,5.0,2.0,0.5,0.35714285714285715,0.14285714285714285
5320193,21,11.0,4.0,6.0,0.5238095238095238,0.19047619047619047,0.2857142857142857
5320194,17,7.0,6.0,4.0,0.4117647058823529,0.35294117647058826,0.23529411764705882
5320201,13,3.0,10.0,0.0,0.23076923076923078,0.7692307692307693,0.0
5320202,12,7.0,3.0,2.0,0.5833333333333334,0.25,0.16666666666666666
5320203,13,4.0,9.0,0.0,0.3076923076923077,0.6923076923076923,0.0
5320204,12,6.0,5.0,1.0,0.5,0.4166666666666667,0.08333333333333333
5320211,14,6.0,6.0,2.0,0.42857142857142855,0.42857142857142855,0.14285714285714285
5320212,17,5.0,10.0,2.0,0.29411764705882354,0.5882352941176471,0.11764705882352941
5320213,10,6.0,3.0,1.0,0.6,0.3,0.1
5320214,17,8.0,7.0,2.0,0.47058823529411764,0.4117647058823529,0.11764705882352941
5320221,5,1.0,4.0,0.0,0.2,0.8,0.0
5320222,15,5.0,9.0,1.0,0.3333333333333333,0.6,0.06666666666666667
5320223,16,3.0,8.0,5.0,0.1875,0.5,0.3125
5320224,21,7.0,13.0,1.0,0.3333333333333333,0.6190476190476191,0.047619047619047616
5420161,21,8.0,12.0,1.0,0.38095238095238093,0.5714285714285714,0.047619047619047616
5420162,20,6.0,11.0,3.0,0.3,0.55,0.15
5420163,13,7.0,6.0,0.0,0.5384615384615384,0.46153846153846156,0.0
5420164,18,8.0,6.0,4.0,0.4444444444444444,0.3333333333333333,0.2222222222222222
5420171,26,8.0,16.0,2.0,0.3076923076923077,0.6153846153846154,0.07692307692307693
5420173,1,1.0,0.0,0.0,1.0,0.0,0.0
5420174,1,0.0,1.0,0.0,0.0,1.0,0.0
5420181,6,2.0,3.0,1.0,0.3333333333333333,0.5,0.16666666666666666
5420182,1,1.0,0.0,0.0,1.0,0.0,0.0
5420184,1,0.0,1.0,0.0,0.0,1.0,0.0
5420191,1,0.0,1.0,0.0,0.0,1.0,0.0
5420192,6,1.0,5.0,0.0,0.16666666666666666,0.8333333333333334,0.0
5420194,4,2.0,2.0,0.0,0.5,0.5,0.0
5420201,1,1.0,0.0,0.0,1.0,0.0,0.0
5420202,1,1.0,0.0,0.0,1.0,0.0,0.0
