"Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Rang_soroll","TOTAL_D","TOTAL_E","TOTAL_N","TOTAL_DEN","TRANSIT_D","TRANSIT_E","TRANSIT_N","TRANSIT_DEN","GI_TR_D","GI_TR_E","GI_TR_N","GI_TR_DEN","FFCC_D","FFCC_E","FFCC_N","FFCC_DEN","INDUST_D","INDUST_E","INDUST_N","INDUST_DEN","VIANANTS_D","VIANANTS_E","OCI_N","PATIS_D","PATIS_E","PARCS_D"
"7","Horta-Guinardó","37","el Carmel","55-60 dB","14.93%","15.13%","15.48%","15.49%","14.63%","14.65%","15.39%","15.54%","0.65%","0.52%","0.43%","1.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.24%","0.24%","0.00%"
"7","Horta-Guinardó","37","el Carmel","60-65 dB","14.91%","16.86%","11.13%","14.03%","13.39%","15.39%","11.13%","12.06%","0.40%","0.41%","0.78%","0.48%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.41%","1.41%","0.00%"
"7","Horta-Guinardó","37","el Carmel","65-70 dB","14.81%","11.63%","0.17%","15.79%","14.82%","11.63%","0.17%","15.76%","0.67%","0.84%","0.00%","0.52%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","37","el Carmel","70-75 dB","2.84%","0.22%","0.00%","6.50%","2.84%","0.22%","0.00%","6.51%","0.30%","0.00%","0.00%","0.59%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","37","el Carmel","75-80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","37","el Carmel",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","38","la Teixonera","<40 dB","0.13%","6.13%","28.37%","0.12%","0.12%","6.14%","28.38%","0.12%","72.81%","76.61%","89.00%","64.14%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","93.97%","95.17%","100.00%","99.61%","100.00%","100.00%"
"7","Horta-Guinardó","38","la Teixonera","40-45 dB","25.43%","22.00%","8.77%","19.80%","25.68%","22.03%","8.76%","19.80%","11.77%","12.44%","7.00%","15.97%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","3.68%","4.62%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","38","la Teixonera","45-50 dB","8.59%","8.76%","11.14%","11.06%","8.79%","8.84%","11.14%","11.28%","11.01%","7.01%","1.54%","12.11%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.35%","0.21%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","38","la Teixonera","50-55 dB","10.18%","11.16%","19.88%","9.14%","9.86%","11.04%","19.88%","9.10%","1.66%","1.62%","1.36%","4.35%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.39%","0.00%","0.00%"
"7","Horta-Guinardó","38","la Teixonera","55-60 dB","17.88%","19.46%","20.07%","15.67%","17.93%","19.46%","20.07%","15.37%","1.22%","1.19%","0.92%","1.62%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","38","la Teixonera","60-65 dB","15.02%","19.69%","11.77%","17.29%","14.85%","19.69%","11.77%","17.36%","0.94%","0.92%","0.18%","1.05%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","38","la Teixonera","65-70 dB","22.25%","12.80%","0.00%","23.39%","22.25%","12.80%","0.00%","23.28%","0.56%","0.21%","0.00%","0.69%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","38","la Teixonera","70-75 dB","0.52%","0.00%","0.00%","3.53%","0.52%","0.00%","0.00%","3.69%","0.03%","0.00%","0.00%","0.07%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","38","la Teixonera","75-80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","38","la Teixonera",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","39","Sant Genís dels Agudells","<40 dB","5.74%","8.43%","24.32%","3.79%","5.74%","8.45%","24.32%","3.79%","68.80%","73.91%","84.32%","61.67%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%"
"7","Horta-Guinardó","39","Sant Genís dels Agudells","40-45 dB","13.56%","16.17%","22.59%","9.05%","13.56%","16.17%","22.59%","9.05%","12.51%","10.64%","5.47%","15.95%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","39","Sant Genís dels Agudells","45-50 dB","20.41%","23.50%","25.44%","19.34%","20.41%","23.48%","25.44%","19.25%","7.04%","5.72%","5.84%","8.67%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","39","Sant Genís dels Agudells","50-55 dB","26.83%","23.98%","16.58%","24.76%","26.83%","23.98%","16.58%","24.82%","6.56%","5.31%","2.60%","6.57%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","39","Sant Genís dels Agudells","55-60 dB","18.07%","16.73%","10.70%","21.93%","18.07%","16.73%","10.70%","21.96%","2.50%","2.71%","1.72%","3.47%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","39","Sant Genís dels Agudells","60-65 dB","12.74%","10.73%","0.33%","14.36%","12.74%","10.73%","0.33%","14.36%","2.45%","1.65%","0.01%","2.88%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","39","Sant Genís dels Agudells","65-70 dB","2.58%","0.42%","0.04%","6.63%","2.58%","0.42%","0.04%","6.63%","0.10%","0.02%","0.04%","0.73%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","39","Sant Genís dels Agudells","70-75 dB","0.06%","0.04%","0.00%","0.11%","0.06%","0.04%","0.00%","0.11%","0.03%","0.04%","0.00%","0.03%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","39","Sant Genís dels Agudells","75-80 dB","0.01%","0.00%","0.00%","0.03%","0.01%","0.00%","0.00%","0.03%","0.01%","0.00%","0.00%","0.03%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","39","Sant Genís dels Agudells",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","40","Montbau","<40 dB","6.96%","13.07%","34.21%","2.61%","7.16%","13.81%","34.21%","2.74%","47.69%","57.86%","71.34%","26.59%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","99.15%","100.00%","100.00%","100.00%","100.00%","100.00%"
"7","Horta-Guinardó","40","Montbau","40-45 dB","20.13%","20.96%","16.84%","17.62%","20.17%","20.44%","16.84%","17.81%","21.83%","13.65%","4.54%","38.18%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.85%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","40","Montbau","45-50 dB","17.48%","16.83%","23.92%","18.76%","17.35%","16.63%","23.92%","18.45%","5.63%","5.03%","7.31%","7.97%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","40","Montbau","50-55 dB","23.09%","24.52%","14.29%","18.99%","22.99%","24.50%","14.29%","18.99%","7.52%","7.25%","7.02%","6.34%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","40","Montbau","55-60 dB","19.55%","14.08%","7.47%","23.82%","19.55%","14.08%","7.47%","23.79%","6.13%","6.61%","6.85%","7.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","40","Montbau","60-65 dB","8.05%","7.23%","2.79%","10.54%","8.04%","7.23%","2.79%","10.58%","6.60%","6.65%","2.48%","7.50%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","40","Montbau","65-70 dB","3.25%","2.67%","0.48%","5.51%","3.25%","2.67%","0.48%","5.47%","3.25%","2.48%","0.46%","4.27%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","40","Montbau","70-75 dB","1.49%","0.64%","0.00%","2.13%","1.49%","0.64%","0.00%","2.13%","1.35%","0.47%","0.00%","2.11%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","40","Montbau","75-80 dB","0.00%","0.00%","0.00%","0.02%","0.00%","0.00%","0.00%","0.04%","0.00%","0.00%","0.00%","0.04%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","40","Montbau",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","41","la Vall d'Hebron","<40 dB","0.00%","0.03%","10.83%","0.00%","0.00%","0.03%","10.83%","0.00%","0.35%","4.25%","44.22%","0.24%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","96.53%","97.91%","100.00%","81.15%","100.00%","100.00%"
"7","Horta-Guinardó","41","la Vall d'Hebron","40-45 dB","0.45%","10.00%","16.40%","0.05%","4.09%","10.00%","16.40%","0.05%","32.16%","39.42%","15.24%","16.28%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","3.47%","2.09%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","41","la Vall d'Hebron","45-50 dB","8.25%","17.08%","32.08%","2.78%","17.39%","17.08%","32.08%","15.09%","22.53%","16.80%","15.68%","33.82%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","41","la Vall d'Hebron","50-55 dB","30.87%","32.11%","15.66%","32.10%","30.52%","32.16%","15.66%","23.27%","19.10%","15.80%","7.15%","16.04%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","18.85%","0.00%","0.00%"
"7","Horta-Guinardó","41","la Vall d'Hebron","55-60 dB","30.60%","16.85%","17.16%","30.13%","18.25%","16.80%","17.16%","26.74%","7.58%","8.30%","10.98%","11.79%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","41","la Vall d'Hebron","60-65 dB","19.82%","16.16%","3.66%","17.09%","19.72%","16.16%","3.66%","16.99%","10.34%","8.82%","2.50%","8.96%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","41","la Vall d'Hebron","65-70 dB","5.47%","3.56%","4.21%","12.03%","5.47%","3.56%","4.21%","12.04%","3.50%","2.40%","4.23%","7.25%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","41","la Vall d'Hebron","70-75 dB","1.50%","4.21%","0.00%","1.71%","1.50%","4.21%","0.00%","1.71%","1.40%","4.21%","0.00%","1.61%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","41","la Vall d'Hebron","75-80 dB","3.04%","0.00%","0.00%","4.11%","3.06%","0.00%","0.00%","4.11%","3.04%","0.00%","0.00%","4.01%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","41","la Vall d'Hebron",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","42","la Clota","<40 dB","0.00%","0.98%","8.84%","0.00%","0.00%","1.31%","8.84%","0.00%","34.86%","36.66%","54.34%","28.97%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","78.72%","86.09%","100.00%","100.00%","100.00%","100.00%"
"7","Horta-Guinardó","42","la Clota","40-45 dB","4.09%","6.55%","26.35%","2.78%","7.36%","7.69%","26.35%","3.27%","9.33%","17.84%","21.11%","10.15%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","20.95%","13.91%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","42","la Clota","45-50 dB","26.68%","29.30%","29.79%","17.35%","23.90%","28.15%","29.79%","17.84%","30.61%","21.77%","6.06%","27.82%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.33%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","42","la Clota","50-55 dB","28.97%","28.15%","14.24%","28.97%","29.13%","27.82%","14.24%","27.99%","5.73%","5.40%","2.78%","11.29%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","42","la Clota","55-60 dB","15.71%","14.40%","9.49%","23.40%","15.06%","14.40%","9.49%","23.24%","2.45%","2.78%","4.58%","4.09%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","42","la Clota","60-65 dB","10.31%","8.68%","3.60%","10.80%","10.31%","8.68%","3.60%","10.80%","4.58%","4.58%","3.27%","3.60%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","42","la Clota","65-70 dB","4.09%","3.27%","7.69%","6.06%","4.09%","3.27%","7.69%","6.22%","2.29%","2.29%","7.86%","3.93%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","42","la Clota","70-75 dB","10.15%","8.67%","0.00%","5.07%","10.15%","8.68%","0.00%","5.07%","10.15%","8.68%","0.00%","4.58%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","42","la Clota","75-80 dB","0.00%","0.00%","0.00%","5.57%","0.00%","0.00%","0.00%","5.57%","0.00%","0.00%","0.00%","5.57%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","42","la Clota",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","43","Horta","<40 dB","4.04%","11.14%","37.49%","1.14%","5.10%","12.87%","37.65%","1.23%","68.40%","74.00%","84.77%","62.17%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","94.45%","95.45%","95.31%","96.29%","98.48%","100.00%"
"7","Horta-Guinardó","43","Horta","40-45 dB","22.94%","24.10%","13.78%","18.34%","25.08%","24.37%","13.87%","21.34%","14.76%","11.15%","5.88%","16.67%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.83%","3.12%","0.95%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","43","Horta","45-50 dB","16.03%","14.27%","12.37%","18.91%","16.61%","14.16%","12.89%","19.34%","6.79%","5.86%","4.21%","8.74%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.32%","0.95%","0.71%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","43","Horta","50-55 dB","14.94%","12.99%","18.04%","15.72%","13.31%","12.78%","17.87%","14.11%","4.31%","4.11%","2.86%","5.06%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.40%","0.42%","1.33%","2.19%","0.00%","0.00%"
"7","Horta-Guinardó","43","Horta","55-60 dB","16.38%","19.28%","11.51%","13.81%","14.41%","17.70%","11.05%","12.52%","3.14%","2.71%","1.34%","3.80%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.06%","1.70%","1.52%","1.52%","0.00%"
"7","Horta-Guinardó","43","Horta","60-65 dB","15.84%","11.38%","5.97%","18.46%","15.66%","11.28%","6.23%","17.95%","1.37%","1.19%","0.77%","1.94%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","43","Horta","65-70 dB","7.22%","6.26%","0.84%","8.93%","7.22%","6.26%","0.44%","8.81%","0.87%","0.81%","0.17%","0.93%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","43","Horta","70-75 dB","2.59%","0.58%","0.00%","4.59%","2.59%","0.58%","0.00%","4.59%","0.34%","0.17%","0.00%","0.60%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","43","Horta","75-80 dB","0.02%","0.00%","0.00%","0.10%","0.02%","0.00%","0.00%","0.11%","0.02%","0.00%","0.00%","0.09%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","43","Horta",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","44","Vilapicina i la Torre Llobeta","<40 dB","0.16%","1.67%","33.81%","0.15%","0.16%","1.67%","33.84%","0.16%","73.84%","77.83%","86.23%","69.28%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","90.25%","92.09%","99.11%","95.96%","98.77%","100.00%"
"8","Nou Barris","44","Vilapicina i la Torre Llobeta","40-45 dB","19.66%","30.21%","7.53%","9.87%","21.24%","31.40%","7.52%","10.41%","10.54%","8.33%","5.51%","12.49%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","3.84%","5.64%","0.29%","0.00%","0.00%","0.00%"
"8","Nou Barris","44","Vilapicina i la Torre Llobeta","45-50 dB","16.43%","8.07%","8.80%","24.65%","18.12%","8.13%","8.78%","27.07%","5.46%","5.52%","3.01%","5.85%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","4.97%","1.71%","0.16%","0.00%","0.00%","0.00%"
"8","Nou Barris","44","Vilapicina i la Torre Llobeta","50-55 dB","6.23%","8.48%","11.90%","6.93%","6.41%","8.58%","11.90%","5.99%","4.18%","3.02%","1.80%","5.43%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.85%","0.56%","0.44%","2.17%","0.00%","0.00%"
"8","Nou Barris","44","Vilapicina i la Torre Llobeta","55-60 dB","12.96%","12.15%","16.95%","10.92%","10.54%","11.81%","17.15%","9.78%","2.03%","1.81%","1.25%","2.49%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.09%","0.00%","0.00%","1.20%","0.56%","0.00%"
"8","Nou Barris","44","Vilapicina i la Torre Llobeta","60-65 dB","17.96%","18.12%","17.77%","14.67%","16.94%","17.11%","17.57%","13.75%","1.35%","1.28%","1.67%","1.51%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.67%","0.67%","0.00%"
"8","Nou Barris","44","Vilapicina i la Torre Llobeta","65-70 dB","18.17%","17.78%","3.24%","16.71%","18.16%","17.78%","3.24%","16.67%","1.64%","1.66%","0.53%","1.12%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","44","Vilapicina i la Torre Llobeta","70-75 dB","8.43%","3.52%","0.00%","15.64%","8.43%","3.52%","0.00%","15.59%","0.96%","0.55%","0.00%","1.83%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","44","Vilapicina i la Torre Llobeta","75-80 dB","0.00%","0.00%","0.00%","0.46%","0.00%","0.00%","0.00%","0.58%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","44","Vilapicina i la Torre Llobeta",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","45","Porta","<40 dB","0.75%","6.19%","30.61%","0.05%","0.84%","6.49%","30.61%","0.08%","65.50%","70.51%","81.08%","55.98%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","92.87%","95.09%","98.72%","94.59%","98.78%","100.00%"
"8","Nou Barris","45","Porta","40-45 dB","21.02%","22.96%","9.03%","13.70%","23.83%","23.93%","9.03%","15.65%","14.14%","10.75%","4.68%","20.13%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","3.03%","1.61%","0.39%","0.00%","0.00%","0.00%"
"8","Nou Barris","45","Porta","45-50 dB","10.46%","8.65%","16.09%","15.91%","11.82%","9.04%","16.10%","17.76%","4.76%","4.54%","4.29%","6.54%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.99%","2.52%","0.24%","0.00%","0.00%","0.00%"
"8","Nou Barris","45","Porta","50-55 dB","12.03%","15.53%","21.83%","11.65%","10.81%","15.72%","21.83%","9.69%","4.47%","4.30%","3.62%","4.84%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.11%","0.78%","0.65%","4.18%","0.00%","0.00%"
"8","Nou Barris","45","Porta","55-60 dB","23.89%","22.83%","10.86%","20.38%","21.53%","21.68%","10.86%","19.34%","3.60%","3.69%","3.08%","3.74%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.60%","0.58%","0.00%"
"8","Nou Barris","45","Porta","60-65 dB","17.24%","11.64%","10.65%","20.81%","16.59%","10.94%","10.67%","19.87%","3.15%","2.43%","3.25%","3.82%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.63%","0.64%","0.00%"
"8","Nou Barris","45","Porta","65-70 dB","12.13%","11.21%","0.93%","9.47%","12.11%","11.21%","0.90%","9.58%","3.83%","3.78%","0.00%","2.56%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","45","Porta","70-75 dB","2.48%","0.99%","0.00%","7.91%","2.47%","0.99%","0.00%","7.91%","0.55%","0.00%","0.00%","2.39%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"8","Nou Barris","45","Porta","75-80 dB","0.00%","0.00%","0.00%","0.12%","0.00%","0.00%","0.00%","0.12%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
