"Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Rang_soroll","TOTAL_D","TOTAL_E","TOTAL_N","TOTAL_DEN","TRANSIT_D","TRANSIT_E","TRANSIT_N","TRANSIT_DEN","GI_TR_D","GI_TR_E","GI_TR_N","GI_TR_DEN","FFCC_D","FFCC_E","FFCC_N","FFCC_DEN","INDUST_D","INDUST_E","INDUST_N","INDUST_DEN","VIANANTS_D","VIANANTS_E","OCI_N","PATIS_D","PATIS_E","PARCS_D"
"5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","45-50 dB","16.89%","13.15%","8.02%","21.75%","24.58%","14.07%","9.51%","30.32%","12.89%","7.35%","3.95%","18.62%","0.44%","0.54%","0.14%","0.52%","0.00%","0.00%","0.00%","0.00%","0.97%","0.58%","1.77%","0.00%","0.00%","0.00%"
"5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","50-55 dB","9.52%","8.91%","10.02%","13.27%","7.03%","9.21%","13.07%","8.28%","3.44%","3.85%","3.91%","4.57%","0.19%","0.08%","0.00%","0.37%","0.00%","0.00%","0.00%","0.00%","0.20%","0.23%","1.81%","8.59%","0.00%","0.00%"
"5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","55-60 dB","17.88%","14.75%","16.56%","11.30%","11.84%","13.10%","14.81%","10.60%","4.43%","3.92%","2.64%","4.18%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.43%","0.14%","10.76%","1.58%","1.58%","0.00%"
"5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","60-65 dB","17.62%","16.67%","18.09%","14.78%","15.69%","14.79%","16.89%","14.95%","2.89%","2.65%","2.81%","3.41%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.29%","2.31%","1.89%","1.89%","0.00%"
"5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","65-70 dB","12.19%","16.48%","8.70%","16.29%","12.05%","16.44%","6.37%","12.75%","2.02%","2.56%","3.48%","2.29%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.81%","0.00%","0.00%","0.00%"
"5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","70-75 dB","15.35%","7.30%","0.00%","18.05%","15.34%","7.29%","0.00%","17.34%","5.22%","3.82%","0.00%","4.47%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany","75-80 dB","0.80%","0.00%","0.00%","2.88%","0.80%","0.00%","0.00%","2.75%","0.00%","0.00%","0.00%","1.26%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"5","Sarrià-Sant Gervasi","26","Sant Gervasi - Galvany",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","<40 dB","0.14%","1.95%","33.78%","0.09%","0.47%","2.87%","33.80%","0.11%","63.04%","70.31%","82.85%","51.99%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","86.96%","89.36%","99.79%","85.42%","93.56%","99.95%"
"5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","40-45 dB","9.46%","26.36%","10.01%","3.59%","18.23%","29.82%","9.99%","9.43%","16.81%","12.56%","6.28%","23.60%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","7.10%","5.95%","0.21%","0.00%","0.00%","0.05%"
"5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","45-50 dB","18.88%","9.22%","6.86%","22.62%","23.10%","10.94%","6.86%","29.10%","8.16%","6.28%","3.49%","10.40%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","4.17%","4.31%","0.00%","0.00%","0.00%","0.00%"
"5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","50-55 dB","11.39%","5.97%","13.82%","12.46%","5.93%","6.67%","13.82%","6.52%","3.57%","3.42%","2.48%","4.54%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.77%","0.38%","0.00%","8.13%","0.00%","0.00%"
"5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","55-60 dB","14.86%","17.28%","14.77%","12.19%","10.46%","13.49%","14.77%","8.71%","2.70%","2.52%","1.43%","2.87%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","3.99%","3.98%","0.00%"
"5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","60-65 dB","19.86%","18.09%","11.30%","19.59%","16.46%","15.17%","11.30%","16.68%","1.88%","1.42%","1.52%","2.15%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.46%","2.46%","0.00%"
"5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","65-70 dB","9.55%","11.10%","9.46%","10.43%","9.50%","11.01%","9.46%","10.43%","1.31%","1.36%","1.95%","1.41%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","70-75 dB","15.38%","10.03%","0.00%","14.98%","15.37%","10.03%","0.00%","14.71%","2.53%","2.13%","0.00%","2.01%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"5","Sarrià-Sant Gervasi","27","el Putxet i el Farró","75-80 dB","0.48%","0.00%","0.00%","4.05%","0.48%","0.00%","0.00%","4.31%","0.00%","0.00%","0.00%","1.03%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"5","Sarrià-Sant Gervasi","27","el Putxet i el Farró",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","28","Vallcarca i els Penitents","<40 dB","2.27%","4.89%","25.16%","0.96%","2.75%","5.11%","25.18%","1.13%","38.02%","44.69%","66.79%","33.31%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","98.04%","98.58%","100.00%","97.34%","99.23%","99.99%"
"6","Gràcia","28","Vallcarca i els Penitents","40-45 dB","8.52%","18.94%","17.39%","4.53%","10.16%","19.49%","17.37%","6.20%","21.44%","21.99%","13.21%","18.71%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.28%","0.74%","0.00%","0.00%","0.00%","0.01%"
"6","Gràcia","28","Vallcarca i els Penitents","45-50 dB","24.19%","17.91%","12.54%","24.16%","24.52%","17.91%","12.54%","24.71%","17.87%","13.45%","6.68%","20.77%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.03%","0.10%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","28","Vallcarca i els Penitents","50-55 dB","14.42%","12.10%","11.94%","15.84%","13.37%","12.22%","11.94%","14.46%","7.56%","6.48%","4.69%","9.63%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.65%","0.58%","0.00%","1.88%","0.00%","0.00%"
"6","Gràcia","28","Vallcarca i els Penitents","55-60 dB","12.41%","11.94%","13.79%","12.42%","11.81%","11.83%","13.79%","12.16%","5.06%","4.67%","2.47%","6.05%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","28","Vallcarca i els Penitents","60-65 dB","15.25%","14.76%","14.27%","15.96%","14.45%","13.99%","14.27%","15.18%","2.98%","2.50%","3.78%","3.71%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.78%","0.77%","0.00%"
"6","Gràcia","28","Vallcarca i els Penitents","65-70 dB","14.81%","14.02%","4.91%","11.00%","14.81%","14.01%","4.91%","11.03%","2.60%","3.70%","2.38%","2.80%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","28","Vallcarca i els Penitents","70-75 dB","8.13%","5.44%","0.00%","14.92%","8.13%","5.44%","0.00%","14.87%","4.47%","2.52%","0.00%","5.02%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","28","Vallcarca i els Penitents","75-80 dB","0.00%","0.00%","0.00%","0.21%","0.00%","0.00%","0.00%","0.26%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","28","Vallcarca i els Penitents",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","29","el Coll","<40 dB","3.82%","6.08%","31.48%","0.90%","4.05%","6.39%","31.48%","1.08%","98.83%","99.11%","99.60%","98.40%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","93.91%","96.37%","100.00%","93.44%","97.05%","99.84%"
"6","Gràcia","29","el Coll","40-45 dB","14.84%","22.90%","6.64%","13.60%","18.42%","24.78%","6.64%","15.58%","0.65%","0.57%","0.40%","0.81%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","5.78%","3.63%","0.00%","0.00%","0.00%","0.16%"
"6","Gràcia","29","el Coll","45-50 dB","11.15%","6.38%","10.63%","13.72%","13.33%","6.76%","10.63%","17.26%","0.52%","0.32%","0.00%","0.60%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.31%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","29","el Coll","50-55 dB","9.85%","9.83%","20.53%","9.95%","7.46%","10.15%","20.53%","7.17%","0.00%","0.00%","0.00%","0.19%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","3.61%","0.00%","0.00%"
"6","Gràcia","29","el Coll","55-60 dB","21.80%","23.25%","14.53%","16.54%","18.75%","20.89%","14.53%","13.88%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.95%","2.95%","0.00%"
"6","Gràcia","29","el Coll","60-65 dB","14.31%","15.15%","6.30%","17.93%","13.76%","14.61%","6.30%","17.54%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","29","el Coll","65-70 dB","14.00%","6.52%","9.89%","16.24%","14.00%","6.52%","9.89%","16.32%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","29","el Coll","70-75 dB","10.23%","9.89%","0.00%","8.35%","10.23%","9.90%","0.00%","8.13%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","29","el Coll","75-80 dB","0.00%","0.00%","0.00%","2.77%","0.00%","0.00%","0.00%","3.04%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","29","el Coll",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","30","la Salut","<40 dB","2.40%","6.71%","23.02%","1.54%","4.05%","7.07%","23.02%","2.11%","44.12%","49.76%","66.65%","36.03%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","92.26%","94.15%","100.00%","89.50%","96.27%","98.54%"
"6","Gràcia","30","la Salut","40-45 dB","9.21%","12.43%","16.21%","8.26%","13.67%","15.28%","16.21%","9.44%","14.18%","16.43%","7.60%","17.54%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","5.32%","3.69%","0.00%","0.00%","0.00%","1.12%"
"6","Gràcia","30","la Salut","45-50 dB","14.45%","15.86%","10.11%","11.95%","18.07%","16.64%","10.11%","19.16%","14.78%","7.99%","4.33%","17.29%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.80%","1.29%","0.00%","0.00%","0.00%","0.23%"
"6","Gràcia","30","la Salut","50-55 dB","13.34%","10.73%","13.63%","16.72%","10.28%","10.27%","13.63%","12.00%","4.13%","4.26%","4.08%","4.82%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.62%","0.87%","0.00%","6.56%","0.00%","0.09%"
"6","Gràcia","30","la Salut","55-60 dB","16.10%","14.99%","15.48%","12.66%","11.31%","13.33%","15.48%","10.53%","4.00%","4.14%","5.09%","4.15%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.19%","1.98%","0.02%"
"6","Gràcia","30","la Salut","60-65 dB","13.89%","16.54%","13.74%","15.39%","12.02%","14.68%","13.74%","13.30%","4.35%","4.79%","4.51%","4.50%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.75%","1.75%","0.00%"
"6","Gràcia","30","la Salut","65-70 dB","20.91%","14.77%","7.81%","19.20%","20.90%","14.76%","7.81%","19.16%","5.56%","4.82%","7.74%","5.60%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","30","la Salut","70-75 dB","7.56%","7.97%","0.00%","7.47%","7.56%","7.97%","0.00%","7.45%","6.80%","7.81%","0.00%","4.14%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","30","la Salut","75-80 dB","2.14%","0.00%","0.00%","6.81%","2.14%","0.00%","0.00%","6.85%","2.08%","0.00%","0.00%","5.93%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","30","la Salut",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","31","la Vila de Gràcia","<40 dB","2.95%","11.36%","39.85%","0.46%","4.15%","13.48%","40.90%","0.92%","86.42%","89.91%","95.45%","81.36%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","76.58%","77.21%","87.09%","91.40%","96.64%","100.00%"
"6","Gràcia","31","la Vila de Gràcia","40-45 dB","25.94%","25.39%","6.23%","18.61%","30.77%","26.99%","6.79%","24.01%","7.82%","5.49%","1.71%","10.96%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","3.96%","7.41%","3.04%","0.00%","0.00%","0.00%"
"6","Gràcia","31","la Vila de Gràcia","45-50 dB","6.81%","5.04%","10.49%","15.62%","10.00%","6.86%","12.66%","18.36%","2.57%","1.81%","0.98%","4.15%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","8.12%","7.08%","1.34%","0.00%","0.00%","0.00%"
"6","Gràcia","31","la Vila de Gràcia","50-55 dB","10.85%","11.26%","10.68%","9.77%","9.59%","12.49%","12.23%","7.73%","1.15%","0.95%","0.39%","1.18%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","8.75%","6.47%","0.86%","5.15%","0.00%","0.00%"
"6","Gràcia","31","la Vila de Gràcia","55-60 dB","17.72%","14.92%","17.39%","12.99%","13.72%","12.20%","14.81%","13.47%","0.52%","0.39%","0.54%","0.67%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.59%","1.48%","5.29%","0.67%","0.58%","0.00%"
"6","Gràcia","31","la Vila de Gràcia","60-65 dB","17.46%","18.86%","12.47%","15.86%","13.55%","14.85%","10.74%","12.78%","0.58%","0.53%","0.09%","0.42%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.35%","2.00%","2.78%","2.78%","0.00%"
"6","Gràcia","31","la Vila de Gràcia","65-70 dB","13.31%","11.10%","2.89%","18.25%","13.26%","11.06%","1.87%","14.80%","0.05%","0.08%","0.84%","0.36%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.38%","0.00%","0.00%","0.00%"
"6","Gràcia","31","la Vila de Gràcia","70-75 dB","4.27%","2.07%","0.00%","7.52%","4.27%","2.07%","0.00%","7.01%","0.21%","0.84%","0.00%","0.07%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","31","la Vila de Gràcia","75-80 dB","0.69%","0.00%","0.00%","0.92%","0.69%","0.00%","0.00%","0.92%","0.68%","0.00%","0.00%","0.83%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","31","la Vila de Gràcia",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","<40 dB","0.16%","2.91%","31.41%","0.16%","0.16%","3.25%","31.46%","0.16%","91.27%","93.22%","96.94%","88.86%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","90.32%","91.29%","97.89%","86.97%","95.26%","100.00%"
"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","40-45 dB","12.59%","22.35%","13.04%","7.65%","15.78%","26.01%","12.99%","9.26%","5.04%","3.75%","2.54%","6.28%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.95%","1.56%","0.71%","0.00%","0.00%","0.00%"
"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","45-50 dB","19.10%","14.01%","5.59%","22.27%","27.41%","15.11%","5.60%","31.21%","2.67%","2.52%","0.52%","2.63%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","5.30%","5.01%","0.63%","0.00%","0.00%","0.00%"
"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","50-55 dB","4.95%","5.34%","8.24%","8.34%","4.05%","5.36%","8.28%","4.63%","0.94%","0.51%","0.00%","1.98%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.13%","2.14%","0.59%","6.61%","0.00%","0.00%"
"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","55-60 dB","15.36%","10.74%","13.85%","11.27%","7.95%","8.35%","13.82%","7.42%","0.08%","0.00%","0.00%","0.25%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.30%","0.00%","0.18%","3.72%","2.04%","0.00%"
"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","60-65 dB","13.22%","15.66%","23.01%","11.85%","10.05%","12.94%","22.99%","8.97%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.70%","2.70%","0.00%"
"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","65-70 dB","22.63%","23.40%","4.86%","19.83%","22.60%","23.38%","4.86%","19.41%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","70-75 dB","11.99%","5.59%","0.00%","17.54%","12.00%","5.60%","0.00%","17.69%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova","75-80 dB","0.00%","0.00%","0.00%","1.09%","0.00%","0.00%","0.00%","1.25%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"6","Gràcia","32","el Camp d'en Grassot i Gràcia Nova",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","33","el Baix Guinardó","<40 dB","0.03%","0.05%","35.53%","0.03%","0.05%","0.05%","35.62%","0.05%","50.73%","56.26%","73.55%","43.86%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","96.44%","97.66%","100.00%","93.49%","97.92%","100.00%"
"7","Horta-Guinardó","33","el Baix Guinardó","40-45 dB","15.39%","31.28%","7.50%","2.39%","16.32%","33.36%","7.40%","2.58%","16.48%","17.67%","7.10%","18.61%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","2.20%","2.11%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","33","el Baix Guinardó","45-50 dB","21.59%","9.60%","3.03%","33.80%","26.26%","9.61%","3.03%","39.11%","12.22%","7.00%","6.62%","15.19%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.36%","0.23%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","33","el Baix Guinardó","50-55 dB","2.09%","2.77%","6.80%","5.10%","1.90%","2.83%","6.80%","1.86%","6.19%","6.34%","3.77%","5.99%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","4.43%","0.00%","0.00%"
"7","Horta-Guinardó","33","el Baix Guinardó","55-60 dB","9.95%","8.47%","19.45%","5.86%","5.07%","6.79%","19.46%","4.09%","4.27%","3.71%","2.58%","4.82%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","1.65%","1.65%","0.00%"
"7","Horta-Guinardó","33","el Baix Guinardó","60-65 dB","10.28%","18.78%","25.76%","7.62%","9.73%","18.31%","25.76%","7.08%","2.92%","2.59%","4.72%","3.57%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.43%","0.43%","0.00%"
"7","Horta-Guinardó","33","el Baix Guinardó","65-70 dB","27.27%","25.98%","1.93%","24.49%","27.27%","25.98%","1.93%","24.34%","1.96%","3.73%","1.66%","2.06%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","33","el Baix Guinardó","70-75 dB","13.40%","3.07%","0.00%","20.71%","13.40%","3.07%","0.00%","20.89%","5.23%","2.70%","0.00%","5.90%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","33","el Baix Guinardó","75-80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","33","el Baix Guinardó",">=80 dB","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","34","Can Baró","<40 dB","21.39%","28.18%","41.37%","12.77%","22.01%","28.37%","41.37%","13.05%","94.27%","95.21%","98.58%","93.59%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","100.00%","99.40%","99.81%","100.00%","96.31%","100.00%","100.00%"
"7","Horta-Guinardó","34","Can Baró","40-45 dB","15.18%","12.93%","6.54%","19.81%","17.44%","12.79%","6.54%","21.45%","4.17%","3.57%","1.42%","3.26%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.51%","0.19%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","34","Can Baró","45-50 dB","5.33%","6.62%","13.94%","7.65%","5.66%","6.60%","13.94%","8.75%","1.36%","1.22%","0.00%","2.20%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.09%","0.00%","0.00%","0.00%","0.00%","0.00%"
"7","Horta-Guinardó","34","Can Baró","50-55 dB","11.65%","13.56%","26.56%","10.12%","9.13%","13.53%","26.56%","7.16%","0.20%","0.00%","0.00%","0.95%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","3.69%","0.00%","0.00%"
"7","Horta-Guinardó","34","Can Baró","55-60 dB","27.34%","26.58%","7.62%","20.87%","26.64%","26.58%","7.62%","20.70%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
