Nom_Barri,Any,Trimestre,Eur,Eur_m2,Accidents
el Raval,2016,1,624.42,11.65,61
el Barri Gòtic,2016,1,893.42,13.47,32
la Barceloneta,2016,1,638.75,17.3,34
"Sant Pere, Santa Caterina i la Ribera",2016,1,759.16,12.94,49
el Fort Pienc,2016,1,800.08,11.19,53
la Sagrada Família,2016,1,752.37,12.07,177
la Dreta de l'Eixample,2016,1,1104.26,12.33,184
l'Antiga Esquerra de l'Eixample,2016,1,947.3,11.91,153
la Nova Esquerra de l'Eixample,2016,1,811.62,11.51,79
Sant Antoni,2016,1,805.89,11.64,71
el Poble Sec,2016,1,622.24,11.62,102
la Marina de Port,2016,1,447.57,7.24,24
la Font de la Guatlla,2016,1,638.73,11.23,24
Hostafrancs,2016,1,662.28,11.76,20
la Bordeta,2016,1,645.15,10.56,16
Sants - Badal,2016,1,629.69,11.07,9
Sants,2016,1,664.66,11.05,75
les Corts,2016,1,892.7,12.63,83
la Maternitat i Sant Ramon,2016,1,777.86,12.31,40
Pedralbes,2016,1,1572.56,15.06,60
"Vallvidrera, el Tibidabo i les Planes",2016,1,933.95,11.24,13
Sarrià,2016,1,1195.68,15.59,57
les Tres Torres,2016,1,1380.68,15.22,25
Sant Gervasi - la Bonanova,2016,1,1116.51,14.04,68
Sant Gervasi - Galvany,2016,1,1187.57,13.33,47
el Putxet i el Farró,2016,1,827.82,13.1,21
Vallcarca i els Penitents,2016,1,741.42,12.18,32
el Coll,2016,1,590.53,10.68,22
la Salut,2016,1,684.47,10.87,4
la Vila de Gràcia,2016,1,764.02,12.71,66
el Camp d'en Grassot i Gràcia Nova,2016,1,802.69,11.85,8
el Baix Guinardó,2016,1,696.69,11.26,17
Can Baró,2016,1,595.92,11.51,5
el Guinardó,2016,1,646.76,10.84,37
la Font d'en Fargues,2016,1,749.81,15.2,25
el Carmel,2016,1,518.24,9.24,22
la Teixonera,2016,1,513.53,9.02,15
Sant Genís dels Agudells,2016,1,616.36,8.42,8
Montbau,2016,1,614.79,9.21,14
la Vall d'Hebron,2016,1,692.35,11.03,21
Horta,2016,1,601.35,9.84,19
Vilapicina i la Torre Llobeta,2016,1,618.55,10.28,26
Porta,2016,1,536.66,9.16,10
el Turó de la Peira,2016,1,537.93,8.91,9
la Guineueta,2016,1,589.2,8.55,7
les Roquetes,2016,1,455.65,8.39,16
Verdun,2016,1,539.59,10.0,5
la Prosperitat,2016,1,518.02,9.12,18
la Trinitat Nova,2016,1,423.18,8.67,16
Ciutat Meridiana,2016,1,344.26,6.23,3
la Trinitat Vella,2016,1,422.37,7.42,22
el Bon Pastor,2016,1,472.39,8.18,31
Sant Andreu,2016,1,624.75,10.3,60
la Sagrera,2016,1,658.12,10.78,25
el Congrés i els Indians,2016,1,613.71,9.65,4
Navas,2016,1,665.34,10.28,4
el Camp de l'Arpa del Clot,2016,1,659.58,11.12,34
el Clot,2016,1,645.42,10.19,35
el Parc i la Llacuna del Poblenou,2016,1,799.63,12.14,73
la Vila Olímpica del Poblenou,2016,1,1136.0,15.78,11
el Poblenou,2016,1,719.12,11.93,57
Diagonal Mar i el Front Marítim del Poblenou,2016,1,1004.51,11.8,20
el Besòs i el Maresme,2016,1,506.7,8.46,25
Provençals del Poblenou,2016,1,758.81,10.56,11
Sant Martí de Provençals,2016,1,688.49,9.37,11
la Verneda i la Pau,2016,1,597.89,9.19,11
el Raval,2016,2,662.28,11.78,84
el Barri Gòtic,2016,2,806.24,12.4,46
la Barceloneta,2016,2,659.35,17.73,30
"Sant Pere, Santa Caterina i la Ribera",2016,2,773.62,14.09,69
el Fort Pienc,2016,2,808.08,11.82,72
la Sagrada Família,2016,2,739.86,11.8,186
la Dreta de l'Eixample,2016,2,1120.4,12.63,193
l'Antiga Esquerra de l'Eixample,2016,2,960.8,12.74,173
la Nova Esquerra de l'Eixample,2016,2,842.53,12.53,89
Sant Antoni,2016,2,793.64,11.61,78
el Poble Sec,2016,2,651.21,11.88,85
la Marina de Port,2016,2,548.51,8.73,27
la Font de la Guatlla,2016,2,751.69,12.3,18
Hostafrancs,2016,2,673.24,12.13,20
la Bordeta,2016,2,672.13,10.71,28
Sants - Badal,2016,2,702.86,11.57,12
Sants,2016,2,681.39,11.94,71
les Corts,2016,2,912.53,12.52,100
la Maternitat i Sant Ramon,2016,2,821.2,12.85,50
Pedralbes,2016,2,1660.43,14.23,64
"Vallvidrera, el Tibidabo i les Planes",2016,2,1117.72,17.52,17
Sarrià,2016,2,1197.62,17.29,52
les Tres Torres,2016,2,1560.7,16.4,30
Sant Gervasi - la Bonanova,2016,2,1096.73,14.33,83
Sant Gervasi - Galvany,2016,2,1189.1,13.8,58
el Putxet i el Farró,2016,2,891.63,14.58,22
Vallcarca i els Penitents,2016,2,755.85,12.14,32
el Coll,2016,2,592.76,11.38,11
la Salut,2016,2,772.96,12.9,8
la Vila de Gràcia,2016,2,773.66,13.22,53
el Camp d'en Grassot i Gràcia Nova,2016,2,780.36,12.29,14
el Baix Guinardó,2016,2,642.91,10.89,16
Can Baró,2016,2,632.0,11.1,6
el Guinardó,2016,2,634.75,10.53,33
la Font d'en Fargues,2016,2,689.66,11.52,24
el Carmel,2016,2,550.3,9.61,18
la Teixonera,2016,2,544.56,9.93,13
Sant Genís dels Agudells,2016,2,592.36,8.65,13
Montbau,2016,2,635.14,9.72,8
la Vall d'Hebron,2016,2,786.32,10.52,12
Horta,2016,2,620.05,11.15,37
Vilapicina i la Torre Llobeta,2016,2,616.99,10.17,24
Porta,2016,2,574.38,9.86,19
el Turó de la Peira,2016,2,547.65,9.51,6
la Guineueta,2016,2,613.96,8.6,9
les Roquetes,2016,2,475.41,9.21,14
Verdun,2016,2,526.19,9.56,2
la Prosperitat,2016,2,550.31,10.04,21
la Trinitat Nova,2016,2,450.85,9.38,17
Ciutat Meridiana,2016,2,427.97,7.24,4
la Trinitat Vella,2016,2,483.22,8.5,24
el Bon Pastor,2016,2,588.23,8.74,26
Sant Andreu,2016,2,663.31,11.37,55
la Sagrera,2016,2,619.99,10.04,25
el Congrés i els Indians,2016,2,635.81,10.27,11
Navas,2016,2,704.45,10.38,5
el Camp de l'Arpa del Clot,2016,2,690.84,11.34,57
el Clot,2016,2,688.85,11.35,34
el Parc i la Llacuna del Poblenou,2016,2,759.08,12.52,61
la Vila Olímpica del Poblenou,2016,2,1151.48,17.17,10
el Poblenou,2016,2,785.11,12.7,54
Diagonal Mar i el Front Marítim del Poblenou,2016,2,1116.09,14.28,14
el Besòs i el Maresme,2016,2,521.08,9.02,28
Provençals del Poblenou,2016,2,727.81,11.21,15
Sant Martí de Provençals,2016,2,679.25,10.04,22
la Verneda i la Pau,2016,2,613.21,9.27,21
el Raval,2016,3,666.17,12.48,60
el Barri Gòtic,2016,3,851.63,12.39,32
la Barceloneta,2016,3,686.63,19.22,35
"Sant Pere, Santa Caterina i la Ribera",2016,3,839.58,14.41,78
el Fort Pienc,2016,3,868.35,11.91,64
la Sagrada Família,2016,3,799.38,12.18,172
la Dreta de l'Eixample,2016,3,1143.98,13.33,181
l'Antiga Esquerra de l'Eixample,2016,3,986.21,13.15,163
la Nova Esquerra de l'Eixample,2016,3,890.54,12.49,103
Sant Antoni,2016,3,883.32,12.67,54
el Poble Sec,2016,3,696.74,12.67,74
la Marina de Port,2016,3,577.47,10.23,25
la Font de la Guatlla,2016,3,764.38,11.52,17
Hostafrancs,2016,3,702.72,12.0,21
la Bordeta,2016,3,674.88,10.9,24
Sants - Badal,2016,3,710.45,11.99,8
Sants,2016,3,740.5,12.1,56
les Corts,2016,3,949.97,13.04,92
la Maternitat i Sant Ramon,2016,3,892.28,12.91,44
Pedralbes,2016,3,1689.6,14.44,55
"Vallvidrera, el Tibidabo i les Planes",2016,3,1302.14,17.1,19
Sarrià,2016,3,1172.86,16.06,43
les Tres Torres,2016,3,1619.04,15.51,15
Sant Gervasi - la Bonanova,2016,3,1083.53,14.32,59
Sant Gervasi - Galvany,2016,3,1278.66,13.81,36
el Putxet i el Farró,2016,3,876.77,13.67,19
Vallcarca i els Penitents,2016,3,830.24,12.58,26
el Coll,2016,3,635.15,10.82,10
la Salut,2016,3,855.89,11.43,9
la Vila de Gràcia,2016,3,827.81,13.63,56
el Camp d'en Grassot i Gràcia Nova,2016,3,805.87,12.85,11
el Baix Guinardó,2016,3,718.5,11.79,8
Can Baró,2016,3,645.66,10.86,9
el Guinardó,2016,3,679.39,11.46,33
la Font d'en Fargues,2016,3,675.69,10.26,21
el Carmel,2016,3,557.55,9.77,11
la Teixonera,2016,3,570.1,9.95,8
Sant Genís dels Agudells,2016,3,603.75,8.71,5
Montbau,2016,3,646.43,11.03,11
la Vall d'Hebron,2016,3,796.92,11.67,8
Horta,2016,3,634.35,10.68,18
Vilapicina i la Torre Llobeta,2016,3,640.48,10.27,21
Porta,2016,3,617.22,10.58,18
el Turó de la Peira,2016,3,538.1,9.75,2
la Guineueta,2016,3,632.29,8.84,7
les Roquetes,2016,3,512.34,9.95,9
Verdun,2016,3,495.52,9.9,4
la Prosperitat,2016,3,584.53,10.74,13
la Trinitat Nova,2016,3,419.48,7.8,23
Ciutat Meridiana,2016,3,373.14,6.44,1
la Trinitat Vella,2016,3,459.84,8.44,19
el Bon Pastor,2016,3,558.42,9.12,26
Sant Andreu,2016,3,658.49,10.81,53
la Sagrera,2016,3,670.19,10.45,22
el Congrés i els Indians,2016,3,691.95,11.28,5
Navas,2016,3,712.32,10.5,2
el Camp de l'Arpa del Clot,2016,3,715.52,11.86,33
el Clot,2016,3,708.8,11.69,28
el Parc i la Llacuna del Poblenou,2016,3,839.08,12.48,58
la Vila Olímpica del Poblenou,2016,3,1142.76,15.04,5
el Poblenou,2016,3,828.61,13.13,64
Diagonal Mar i el Front Marítim del Poblenou,2016,3,1268.48,14.27,14
el Besòs i el Maresme,2016,3,556.45,8.71,36
Provençals del Poblenou,2016,3,856.58,12.69,27
Sant Martí de Provençals,2016,3,716.17,9.87,16
la Verneda i la Pau,2016,3,617.01,8.96,16
el Raval,2016,4,716.7,13.17,65
el Barri Gòtic,2016,4,913.96,13.78,36
la Barceloneta,2016,4,686.31,18.6,35
"Sant Pere, Santa Caterina i la Ribera",2016,4,854.18,14.8,52
el Fort Pienc,2016,4,816.51,12.04,75
la Sagrada Família,2016,4,806.4,12.71,180
la Dreta de l'Eixample,2016,4,1174.38,13.04,180
l'Antiga Esquerra de l'Eixample,2016,4,1012.22,12.86,172
la Nova Esquerra de l'Eixample,2016,4,926.21,12.87,92
Sant Antoni,2016,4,882.47,12.34,66
el Poble Sec,2016,4,706.11,12.92,100
la Marina de Port,2016,4,613.16,9.58,15
la Font de la Guatlla,2016,4,786.35,13.0,24
Hostafrancs,2016,4,703.28,12.61,23
la Bordeta,2016,4,730.45,11.16,20
Sants - Badal,2016,4,711.1,12.17,21
Sants,2016,4,740.28,12.32,83
les Corts,2016,4,983.48,13.76,108
la Maternitat i Sant Ramon,2016,4,866.43,13.4,59
Pedralbes,2016,4,1692.2,14.96,78
"Vallvidrera, el Tibidabo i les Planes",2016,4,1354.62,15.39,21
Sarrià,2016,4,1185.85,14.85,64
les Tres Torres,2016,4,1490.72,15.6,27
Sant Gervasi - la Bonanova,2016,4,1197.72,14.18,65
Sant Gervasi - Galvany,2016,4,1298.95,14.12,63
el Putxet i el Farró,2016,4,904.17,13.6,19
Vallcarca i els Penitents,2016,4,818.69,13.49,37
el Coll,2016,4,653.69,12.05,9
la Salut,2016,4,784.91,13.24,7
la Vila de Gràcia,2016,4,829.23,14.32,72
el Camp d'en Grassot i Gràcia Nova,2016,4,823.72,12.81,5
el Baix Guinardó,2016,4,747.31,11.78,21
Can Baró,2016,4,658.74,12.33,5
el Guinardó,2016,4,705.71,11.73,39
la Font d'en Fargues,2016,4,761.28,11.26,33
el Carmel,2016,4,597.13,10.7,22
la Teixonera,2016,4,672.65,11.56,14
Sant Genís dels Agudells,2016,4,623.6,9.14,9
Montbau,2016,4,668.46,10.7,11
la Vall d'Hebron,2016,4,778.67,11.43,19
Horta,2016,4,668.66,10.81,33
Vilapicina i la Torre Llobeta,2016,4,684.2,11.27,36
Porta,2016,4,672.64,10.51,19
el Turó de la Peira,2016,4,582.12,9.63,3
la Guineueta,2016,4,666.83,9.2,5
les Roquetes,2016,4,523.02,10.04,15
Verdun,2016,4,565.89,10.92,7
la Prosperitat,2016,4,589.24,11.1,14
la Trinitat Nova,2016,4,438.65,8.71,17
Ciutat Meridiana,2016,4,446.13,7.74,1
la Trinitat Vella,2016,4,552.81,9.61,20
el Bon Pastor,2016,4,555.12,9.05,28
Sant Andreu,2016,4,690.64,11.16,57
la Sagrera,2016,4,709.11,10.72,29
el Congrés i els Indians,2016,4,662.25,10.49,5
Navas,2016,4,768.66,11.94,9
el Camp de l'Arpa del Clot,2016,4,720.39,12.37,39
el Clot,2016,4,728.87,11.4,43
el Parc i la Llacuna del Poblenou,2016,4,886.66,13.72,72
la Vila Olímpica del Poblenou,2016,4,1285.61,16.7,8
el Poblenou,2016,4,840.76,13.37,63
Diagonal Mar i el Front Marítim del Poblenou,2016,4,1181.15,16.69,20
el Besòs i el Maresme,2016,4,571.6,8.92,41
Provençals del Poblenou,2016,4,987.18,12.66,24
Sant Martí de Provençals,2016,4,720.74,10.71,20
la Verneda i la Pau,2016,4,591.86,9.07,10
el Raval,2017,1,734.99,13.5,63
el Barri Gòtic,2017,1,905.26,14.14,33
la Barceloneta,2017,1,722.78,19.46,35
"Sant Pere, Santa Caterina i la Ribera",2017,1,895.28,15.01,52
el Fort Pienc,2017,1,871.08,12.77,74
la Sagrada Família,2017,1,847.04,13.04,196
la Dreta de l'Eixample,2017,1,1151.09,12.82,193
l'Antiga Esquerra de l'Eixample,2017,1,1001.49,13.24,141
la Nova Esquerra de l'Eixample,2017,1,909.08,13.01,75
Sant Antoni,2017,1,876.97,12.38,52
el Poble Sec,2017,1,715.71,13.02,85
la Marina de Port,2017,1,689.16,9.88,26
la Font de la Guatlla,2017,1,806.34,12.59,23
Hostafrancs,2017,1,680.17,12.36,24
la Bordeta,2017,1,739.35,10.86,26
Sants - Badal,2017,1,697.58,12.91,14
Sants,2017,1,737.27,12.96,72
les Corts,2017,1,936.32,13.63,106
la Maternitat i Sant Ramon,2017,1,896.45,13.15,41
Pedralbes,2017,1,1856.57,16.05,73
"Vallvidrera, el Tibidabo i les Planes",2017,1,1248.0,10.12,24
Sarrià,2017,1,1291.5,16.28,86
les Tres Torres,2017,1,1516.52,16.12,34
Sant Gervasi - la Bonanova,2017,1,1182.12,14.6,79
Sant Gervasi - Galvany,2017,1,1268.61,14.06,78
el Putxet i el Farró,2017,1,913.45,14.97,17
Vallcarca i els Penitents,2017,1,946.59,14.1,34
el Coll,2017,1,687.42,11.96,9
la Salut,2017,1,841.38,12.48,12
la Vila de Gràcia,2017,1,837.09,14.89,54
el Camp d'en Grassot i Gràcia Nova,2017,1,839.29,12.92,8
el Baix Guinardó,2017,1,743.88,12.66,15
Can Baró,2017,1,637.3,11.85,6
el Guinardó,2017,1,722.67,12.28,46
la Font d'en Fargues,2017,1,812.93,14.94,25
el Carmel,2017,1,597.09,11.46,19
la Teixonera,2017,1,663.9,10.71,16
Sant Genís dels Agudells,2017,1,622.33,8.96,9
Montbau,2017,1,716.43,12.97,14
la Vall d'Hebron,2017,1,816.05,11.69,13
Horta,2017,1,669.89,11.24,41
Vilapicina i la Torre Llobeta,2017,1,687.37,11.22,31
Porta,2017,1,654.58,10.21,14
el Turó de la Peira,2017,1,587.02,10.32,7
la Guineueta,2017,1,634.54,9.13,7
les Roquetes,2017,1,504.31,9.41,10
Verdun,2017,1,595.48,11.3,3
la Prosperitat,2017,1,624.58,11.61,8
la Trinitat Nova,2017,1,540.68,10.02,29
Ciutat Meridiana,2017,1,459.19,7.93,1
la Trinitat Vella,2017,1,497.84,9.4,29
el Bon Pastor,2017,1,622.82,9.21,35
Sant Andreu,2017,1,708.6,12.43,43
la Sagrera,2017,1,575.23,9.8,14
el Congrés i els Indians,2017,1,696.04,11.23,6
Navas,2017,1,716.78,10.4,5
el Camp de l'Arpa del Clot,2017,1,756.57,12.89,47
el Clot,2017,1,774.97,12.26,45
el Parc i la Llacuna del Poblenou,2017,1,850.73,13.06,61
la Vila Olímpica del Poblenou,2017,1,1108.37,16.26,10
el Poblenou,2017,1,868.9,13.35,54
Diagonal Mar i el Front Marítim del Poblenou,2017,1,1148.2,15.79,23
el Besòs i el Maresme,2017,1,588.9,9.52,31
Provençals del Poblenou,2017,1,999.62,13.25,22
Sant Martí de Provençals,2017,1,742.06,10.54,21
la Verneda i la Pau,2017,1,677.91,10.03,15
el Raval,2017,2,714.29,13.69,43
el Barri Gòtic,2017,2,968.16,13.78,57
la Barceloneta,2017,2,738.25,19.87,62
"Sant Pere, Santa Caterina i la Ribera",2017,2,930.13,15.99,39
el Fort Pienc,2017,2,884.99,12.59,80
la Sagrada Família,2017,2,867.97,13.34,110
la Dreta de l'Eixample,2017,2,1218.18,13.83,322
l'Antiga Esquerra de l'Eixample,2017,2,1044.28,13.51,154
la Nova Esquerra de l'Eixample,2017,2,949.96,13.34,116
Sant Antoni,2017,2,887.78,12.79,90
el Poble Sec,2017,2,756.8,13.95,67
la Marina de Port,2017,2,634.28,9.86,34
la Font de la Guatlla,2017,2,785.02,12.39,8
Hostafrancs,2017,2,749.61,12.33,31
la Bordeta,2017,2,760.98,11.89,41
Sants - Badal,2017,2,766.05,12.97,16
Sants,2017,2,780.27,12.85,44
les Corts,2017,2,1006.84,14.23,84
la Maternitat i Sant Ramon,2017,2,882.05,13.17,62
Pedralbes,2017,2,1666.63,16.76,47
"Vallvidrera, el Tibidabo i les Planes",2017,2,1101.67,17.35,8
Sarrià,2017,2,1423.86,17.93,57
les Tres Torres,2017,2,1646.76,16.76,49
Sant Gervasi - la Bonanova,2017,2,1236.21,14.71,52
Sant Gervasi - Galvany,2017,2,1287.23,14.76,91
el Putxet i el Farró,2017,2,902.42,13.99,36
Vallcarca i els Penitents,2017,2,917.84,14.39,38
el Coll,2017,2,701.29,11.81,5
la Salut,2017,2,855.7,12.24,22
la Vila de Gràcia,2017,2,852.57,14.85,53
el Camp d'en Grassot i Gràcia Nova,2017,2,872.41,13.83,32
el Baix Guinardó,2017,2,756.13,12.17,29
Can Baró,2017,2,710.18,12.6,4
el Guinardó,2017,2,722.28,11.81,16
la Font d'en Fargues,2017,2,721.47,12.28,14
el Carmel,2017,2,597.58,10.53,19
la Teixonera,2017,2,671.85,11.61,7
Sant Genís dels Agudells,2017,2,680.8,9.48,16
Montbau,2017,2,677.09,10.84,14
la Vall d'Hebron,2017,2,819.11,11.54,20
Horta,2017,2,708.69,11.65,35
Vilapicina i la Torre Llobeta,2017,2,699.81,11.0,25
Porta,2017,2,640.95,10.75,32
el Turó de la Peira,2017,2,600.84,10.42,4
la Guineueta,2017,2,632.43,8.88,13
Canyelles,2017,2,677.5,8.68,16
les Roquetes,2017,2,505.97,10.11,10
Verdun,2017,2,579.67,10.49,5
la Prosperitat,2017,2,617.61,10.82,25
la Trinitat Nova,2017,2,533.3,10.69,16
Ciutat Meridiana,2017,2,436.17,7.54,2
la Trinitat Vella,2017,2,434.91,7.44,21
el Bon Pastor,2017,2,647.69,10.15,39
Sant Andreu,2017,2,728.09,11.93,55
la Sagrera,2017,2,656.71,10.53,23
el Congrés i els Indians,2017,2,724.28,11.14,16
Navas,2017,2,783.88,12.08,24
el Camp de l'Arpa del Clot,2017,2,765.74,12.79,45
el Clot,2017,2,740.91,12.28,38
el Parc i la Llacuna del Poblenou,2017,2,907.14,14.21,49
la Vila Olímpica del Poblenou,2017,2,1345.63,18.51,29
el Poblenou,2017,2,899.89,13.99,47
Diagonal Mar i el Front Marítim del Poblenou,2017,2,965.36,15.71,36
el Besòs i el Maresme,2017,2,606.61,9.92,34
Provençals del Poblenou,2017,2,941.16,13.38,45
Sant Martí de Provençals,2017,2,750.71,11.11,26
la Verneda i la Pau,2017,2,671.87,9.85,25
el Raval,2017,3,764.85,13.97,40
el Barri Gòtic,2017,3,1028.49,14.43,52
la Barceloneta,2017,3,758.18,19.72,40
"Sant Pere, Santa Caterina i la Ribera",2017,3,927.16,16.16,36
el Fort Pienc,2017,3,933.54,13.44,69
la Sagrada Família,2017,3,906.78,13.82,95
la Dreta de l'Eixample,2017,3,1179.11,13.41,279
l'Antiga Esquerra de l'Eixample,2017,3,1098.21,14.02,143
la Nova Esquerra de l'Eixample,2017,3,950.15,13.8,97
Sant Antoni,2017,3,922.46,13.16,57
el Poble Sec,2017,3,759.87,13.52,68
la Marina de Port,2017,3,711.93,10.89,17
la Font de la Guatlla,2017,3,817.64,13.48,10
Hostafrancs,2017,3,777.64,13.55,38
la Bordeta,2017,3,861.69,12.87,24
Sants - Badal,2017,3,796.5,13.4,13
Sants,2017,3,812.48,13.31,41
les Corts,2017,3,1013.57,14.66,66
la Maternitat i Sant Ramon,2017,3,970.71,13.6,55
Pedralbes,2017,3,1882.42,16.54,44
"Vallvidrera, el Tibidabo i les Planes",2017,3,1360.42,20.61,8
Sarrià,2017,3,1364.01,18.26,41
les Tres Torres,2017,3,1757.0,16.07,24
Sant Gervasi - la Bonanova,2017,3,1324.4,15.77,54
Sant Gervasi - Galvany,2017,3,1377.82,14.95,76
el Putxet i el Farró,2017,3,962.41,15.01,35
Vallcarca i els Penitents,2017,3,912.51,14.05,42
el Coll,2017,3,799.44,14.16,10
la Salut,2017,3,804.26,13.52,14
la Vila de Gràcia,2017,3,867.94,15.2,41
el Camp d'en Grassot i Gràcia Nova,2017,3,880.0,13.97,32
el Baix Guinardó,2017,3,804.26,13.12,22
Can Baró,2017,3,698.03,12.49,1
el Guinardó,2017,3,739.68,12.58,29
la Font d'en Fargues,2017,3,922.75,13.15,6
el Carmel,2017,3,610.13,10.93,20
la Teixonera,2017,3,643.74,10.91,5
Sant Genís dels Agudells,2017,3,713.38,9.96,11
Montbau,2017,3,749.0,12.83,15
la Vall d'Hebron,2017,3,805.87,12.02,22
Horta,2017,3,704.57,11.39,36
Vilapicina i la Torre Llobeta,2017,3,750.43,11.62,18
Porta,2017,3,670.43,11.08,15
el Turó de la Peira,2017,3,613.8,10.46,8
la Guineueta,2017,3,625.23,9.51,12
Canyelles,2017,3,701.5,8.79,2
les Roquetes,2017,3,560.56,10.22,10
Verdun,2017,3,593.64,10.93,9
la Prosperitat,2017,3,625.66,11.2,19
la Trinitat Nova,2017,3,538.45,10.87,22
Ciutat Meridiana,2017,3,423.09,7.38,10
la Trinitat Vella,2017,3,532.33,9.94,24
el Bon Pastor,2017,3,653.72,9.64,30
Sant Andreu,2017,3,744.73,12.5,46
la Sagrera,2017,3,692.49,11.19,14
el Congrés i els Indians,2017,3,761.19,11.97,5
Navas,2017,3,790.19,11.48,13
el Camp de l'Arpa del Clot,2017,3,797.7,12.84,40
el Clot,2017,3,775.27,12.72,40
el Parc i la Llacuna del Poblenou,2017,3,905.24,14.45,51
la Vila Olímpica del Poblenou,2017,3,1189.26,15.97,38
el Poblenou,2017,3,917.87,14.23,37
Diagonal Mar i el Front Marítim del Poblenou,2017,3,1093.34,16.22,38
el Besòs i el Maresme,2017,3,625.13,10.03,20
Provençals del Poblenou,2017,3,933.9,12.64,44
Sant Martí de Provençals,2017,3,776.09,11.09,20
la Verneda i la Pau,2017,3,711.99,10.4,23
el Raval,2017,4,776.73,14.42,33
el Barri Gòtic,2017,4,993.16,14.41,42
la Barceloneta,2017,4,766.03,20.33,25
"Sant Pere, Santa Caterina i la Ribera",2017,4,914.78,15.66,33
el Fort Pienc,2017,4,910.78,13.54,65
la Sagrada Família,2017,4,877.02,13.13,101
la Dreta de l'Eixample,2017,4,1225.08,13.95,345
l'Antiga Esquerra de l'Eixample,2017,4,1081.29,13.96,183
la Nova Esquerra de l'Eixample,2017,4,957.0,13.86,101
Sant Antoni,2017,4,905.83,13.46,65
el Poble Sec,2017,4,760.23,14.12,65
la Marina de Port,2017,4,728.07,10.73,23
la Font de la Guatlla,2017,4,827.36,13.34,13
Hostafrancs,2017,4,771.78,13.19,32
la Bordeta,2017,4,786.53,11.96,27
Sants - Badal,2017,4,772.86,13.29,24
Sants,2017,4,806.56,13.49,52
les Corts,2017,4,1043.76,14.65,105
la Maternitat i Sant Ramon,2017,4,935.38,13.44,43
Pedralbes,2017,4,1737.92,15.22,56
"Vallvidrera, el Tibidabo i les Planes",2017,4,1213.95,18.56,4
Sarrià,2017,4,1334.77,17.32,49
les Tres Torres,2017,4,1588.53,18.38,43
Sant Gervasi - la Bonanova,2017,4,1198.24,16.19,55
Sant Gervasi - Galvany,2017,4,1315.8,14.64,125
el Putxet i el Farró,2017,4,938.2,15.32,30
Vallcarca i els Penitents,2017,4,875.53,13.97,38
el Coll,2017,4,711.57,11.7,5
la Salut,2017,4,741.29,11.55,17
la Vila de Gràcia,2017,4,879.85,15.07,49
el Camp d'en Grassot i Gràcia Nova,2017,4,862.51,13.48,49
el Baix Guinardó,2017,4,773.02,12.37,40
Can Baró,2017,4,693.65,12.63,6
el Guinardó,2017,4,759.06,12.48,28
la Font d'en Fargues,2017,4,822.82,12.31,12
el Carmel,2017,4,609.11,11.14,23
la Teixonera,2017,4,616.32,11.41,11
Sant Genís dels Agudells,2017,4,672.7,9.52,13
Montbau,2017,4,754.69,13.54,11
la Vall d'Hebron,2017,4,865.42,12.93,19
Horta,2017,4,708.88,12.29,45
Vilapicina i la Torre Llobeta,2017,4,723.34,11.57,22
Porta,2017,4,682.83,11.01,30
el Turó de la Peira,2017,4,653.52,11.09,10
la Guineueta,2017,4,693.4,9.83,15
Canyelles,2017,4,656.15,8.96,11
les Roquetes,2017,4,565.18,10.86,15
Verdun,2017,4,600.37,11.68,4
la Prosperitat,2017,4,641.21,11.44,26
la Trinitat Nova,2017,4,551.22,10.81,21
Ciutat Meridiana,2017,4,425.51,7.55,1
la Trinitat Vella,2017,4,535.92,10.14,22
el Bon Pastor,2017,4,576.97,8.79,36
Sant Andreu,2017,4,751.95,12.44,58
la Sagrera,2017,4,732.23,11.69,22
el Congrés i els Indians,2017,4,742.89,11.15,11
Navas,2017,4,805.1,11.69,23
el Camp de l'Arpa del Clot,2017,4,789.59,13.26,59
el Clot,2017,4,777.21,12.47,38
el Parc i la Llacuna del Poblenou,2017,4,916.33,13.38,60
la Vila Olímpica del Poblenou,2017,4,1349.82,17.65,47
el Poblenou,2017,4,911.12,14.21,43
Diagonal Mar i el Front Marítim del Poblenou,2017,4,1233.01,16.51,42
el Besòs i el Maresme,2017,4,621.32,10.4,22
Provençals del Poblenou,2017,4,864.09,12.66,47
Sant Martí de Provençals,2017,4,790.58,10.83,20
la Verneda i la Pau,2017,4,692.67,10.38,16
el Raval,2018,1,792.74,13.74,33
el Barri Gòtic,2018,1,998.4,13.3,43
la Barceloneta,2018,1,870.84,17.1,26
"Sant Pere, Santa Caterina i la Ribera",2018,1,923.44,14.68,33
el Fort Pienc,2018,1,910.53,12.63,65
la Sagrada Família,2018,1,883.75,13.45,106
la Dreta de l'Eixample,2018,1,1191.43,13.21,307
l'Antiga Esquerra de l'Eixample,2018,1,1069.16,13.49,163
la Nova Esquerra de l'Eixample,2018,1,947.92,13.51,120
Sant Antoni,2018,1,899.98,12.72,41
el Poble Sec,2018,1,783.5,13.83,66
la Marina de Port,2018,1,751.65,10.4,22
la Font de la Guatlla,2018,1,842.32,12.42,8
Hostafrancs,2018,1,754.83,13.23,36
la Bordeta,2018,1,785.79,12.4,25
Sants - Badal,2018,1,764.41,12.52,18
Sants,2018,1,802.64,12.94,36
les Corts,2018,1,1002.34,14.61,85
la Maternitat i Sant Ramon,2018,1,948.77,13.82,48
Pedralbes,2018,1,1799.91,14.92,56
